Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity
1693,2267,,,Wallpaper,2.00%,Vintage,2.33%,Camo,0.67%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
2392,2268,,,Plaster,5.67%,Brushed,1.33%,Fog,0.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2453,2269,,,Wallpaper,2.00%,Floral,0.67%,Tan,4.67%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Toasty,22.00%,Charm,6.00%
2034,2270,,,Metal,7.33%,Scratched,1.67%,Ruby,0.67%,Carrot,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Charm,6.00%
2472,2271,,,Flora,4.67%,Greenery Grid,0.67%,Forest Green,2.00%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%
1560,2272,,,Metal,7.33%,Scratched,1.67%,Ruby,0.67%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Patience,5.00%
39,2273,,,Plaster,5.67%,Rustic,1.67%,Beige,0.67%,Blimp,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
988,2274,,,Metal,7.33%,Scratched,1.67%,Blueberry,0.67%,Beacon,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
411,2275,,,Metal,7.33%,Scratched,1.67%,Ruby,0.67%,Blimp,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%
760,2276,,,Marble,10.33%,Patterned Tile,0.67%,Black & White,1.33%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Kindness,15.00%
462,2277,,,Concrete,9.00%,Greenery Grid,0.67%,Forest Green,2.00%,Beacon,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Charm,6.00%
705,2278,,,Wood,7.67%,Bark,1.67%,Warm Brown,0.67%,Edamame,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
802,2279,,,Marble,10.33%,Copper Inlay,0.67%,White,3.33%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Elegance,12.00%
27,2280,,,Wood,7.67%,Bark,1.67%,Warm Brown,0.67%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%
117,2281,,,Metal,7.33%,Scratched,1.67%,Blueberry,0.67%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Love,5.00%
2117,2282,,,Stone,2.00%,Limestone,0.67%,Tan,4.67%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Kindness,15.00%
2806,2283,,,Wood,7.67%,Bark,1.67%,Warm Brown,0.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Courtesy,5.00%
1270,2284,,,Plaster,5.67%,Rustic,1.67%,Beige,0.67%,Drillbit,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2940,2285,,,Plastic,0.67%,Striped,2.00%,Eggshell,3.67%,Edamame,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Charm,6.00%
162,2286,,,Metal,7.33%,Scratched,1.67%,Baby Blue,1.67%,Blimp,10.00%,Salty,30.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Forgiveness,1.00%
1154,2287,,,Marble,10.33%,Patterned Tile,0.67%,Black & White,1.33%,Classic,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
1189,2288,,,Leather,2.00%,Snake Skin,1.00%,Mustard,1.33%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
2306,2289,,,Metal,7.33%,Scratched,1.67%,Ruby,0.67%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
1580,2290,,,Metal,7.33%,Grooved,0.67%,Baby Blue,1.67%,Edamame,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1595,2291,,,Metal,7.33%,Grooved,0.67%,Baby Blue,1.67%,Hourglass,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Charm,6.00%
2801,2292,,,Rubber,0.67%,Textured,2.33%,Rose,3.00%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Charm,6.00%
756,2293,,,Marble,10.33%,Patterned Tile,0.67%,Black & White,1.33%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
377,2294,,,Rubber,0.67%,Textured,2.33%,Rose,3.00%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
803,2295,,,Stone,2.00%,Limestone,0.67%,Tan,4.67%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Artistry,5.00%
2733,2296,,,Marble,10.33%,Copper Inlay,0.67%,Midnight,1.33%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
1346,2297,,,Stone,2.00%,Limestone,0.67%,Tan,4.67%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%
1843,2298,,,Wood,7.67%,Bark,1.67%,Warm Brown,0.67%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%
2266,2299,,,Metal,7.33%,Scratched,1.67%,Blueberry,0.67%,Drillbit,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
1229,2300,,,Flora,4.67%,Greenery Grid,0.67%,Forest Green,2.00%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%
1168,2301,,,Plaster,5.67%,Brushed,1.33%,Eggshell,3.67%,Original,10.00%,Bitter,18.00%,Condensate,10.00%,Severe,9.00%,Toasty,22.00%,Forgiveness,1.00%
1324,2302,,,Marble,10.33%,Copper Inlay,0.67%,Midnight,1.33%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
556,2303,,,Cork,2.67%,Roman Mosaic,1.33%,Coffee,1.33%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Compassion,2.00%
237,2304,,,Plastic,0.67%,Striped,2.00%,Eggshell,3.67%,Drillbit,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%
2091,2305,,,Paper,3.00%,Cardboard,0.67%,Tan,4.67%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Honesty,3.00%
668,2306,,,Wallpaper,2.00%,Floral,0.67%,Tan,4.67%,Blimp,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
745,2307,,,Clay,2.00%,Vintage,2.33%,Maroon,1.00%,Carrot,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Toasty,22.00%,Honesty,3.00%
2726,2308,,,Plaster,5.67%,Rustic,1.67%,Beige,0.67%,Carrot,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
261,2309,,,Metal,7.33%,Scratched,1.67%,Blueberry,0.67%,Original,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
917,2310,,,Metal,7.33%,Scratched,1.67%,Ruby,0.67%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Pride,15.00%
561,2311,,,Flora,4.67%,Greenery Grid,0.67%,Forest Green,2.00%,Hourglass,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
762,2312,,,Marble,10.33%,Patterned Tile,0.67%,Eggshell,3.67%,Original,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Humanity,2.00%
1780,2313,,,Marble,10.33%,Gold Inlay,1.00%,White,3.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Forgiveness,1.00%
22,2314,,,Stone,2.00%,Limestone,0.67%,Tan,4.67%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Charm,6.00%
2852,2315,,,Plaster,5.67%,Textured,2.33%,Baby Blue,1.67%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Toxic,1.00%,Steamy,30.00%,Love,5.00%
1777,2316,,,Sand,2.33%,Footprints,1.33%,Gray,5.33%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Forgiveness,1.00%
217,2317,,,Concrete,9.00%,Squared,0.67%,Rose,3.00%,Edamame,10.00%,Sweet,30.00%,Solid,30.00%,Severe,9.00%,Steamy,30.00%,Sympathy,3.00%
2111,2318,,,Plaster,5.67%,Rustic,1.67%,Beige,0.67%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
2575,2319,,,Wallpaper,2.00%,Floral,0.67%,Tan,4.67%,Original,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
2952,2320,,,Plastic,0.67%,Striped,2.00%,Eggshell,3.67%,Hourglass,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
1939,2321,,,Metal,7.33%,Forged,0.67%,Black,3.67%,Beacon,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Toasty,22.00%,Empathy,3.00%
2209,2322,,,Paint,4.33%,Flat,1.00%,Blue,1.33%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Courtesy,5.00%
2394,2323,,,Concrete,9.00%,Greenery Grid,0.67%,Forest Green,2.00%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Kindness,15.00%
268,2324,,,Plastic,0.67%,Striped,2.00%,Eggshell,3.67%,Beacon,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
1180,2325,,,Snow,3.33%,Fresh,1.00%,Forest Green,2.00%,Carrot,10.00%,Sour,21.00%,Gas,2.00%,Mild,40.00%,Steamy,30.00%,Kindness,15.00%
1790,2326,,,Concrete,9.00%,Patchy,1.00%,Mustard,1.33%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Loyalty,2.00%
1133,2327,,,Marble,10.33%,Gold Inlay,1.00%,Midnight,1.33%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Humanity,2.00%
757,2328,,,Rubber,0.67%,Textured,2.33%,Rose,3.00%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
35,2329,,,Rubber,0.67%,Textured,2.33%,Rose,3.00%,Edamame,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
1,2330,,,Clay,2.00%,Vintage,2.33%,Maroon,1.00%,Classic,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Courage,3.00%
264,2331,,,Plastic,0.67%,Striped,2.00%,Eggshell,3.67%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
957,2332,,,Rubber,0.67%,Textured,2.33%,Rose,3.00%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
305,2333,,,Wood,7.67%,Plywood,0.67%,Orange,3.67%,Original,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Boling,5.00%,Courtesy,5.00%
789,2334,,,Rubber,0.67%,Textured,2.33%,Rose,3.00%,Beacon,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1173,2335,,,Terrain,4.00%,Asphalt,0.67%,Black,3.67%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Fairness,3.00%
602,2336,,,Marble,10.33%,Mosaic,2.00%,Grayscale,1.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Humor,1.00%
1071,2337,,,Metal,7.33%,Grooved,0.67%,Baby Blue,1.67%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
2946,2338,,,Leather,2.00%,Snake Skin,1.00%,Mustard,1.33%,Carrot,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
2031,2339,,,Leather,2.00%,Snake Skin,1.00%,Mustard,1.33%,Spool,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
1416,2340,,,Rubber,0.67%,Textured,2.33%,Rose,3.00%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
594,2341,,,Metal,7.33%,Grooved,0.67%,Baby Blue,1.67%,Original,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
905,2342,,,Paper,3.00%,Cardboard,0.67%,Tan,4.67%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Severe,9.00%,Steamy,30.00%,Charm,6.00%
2567,2343,,,Paper,3.00%,Cardboard,0.67%,Brown,4.00%,Original,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Artistry,5.00%
617,2344,,,Wood,7.67%,Plywood,0.67%,Orange,3.67%,Drillbit,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Courage,3.00%
927,2345,,,Plastic,0.67%,Striped,2.00%,Eggshell,3.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
571,2346,,,Paper,3.00%,Cardboard,0.67%,Brown,4.00%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Love,5.00%
1690,2347,,,Metal,7.33%,Scratched,1.67%,Ruby,0.67%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
1615,2348,,,Wood,7.67%,Bark,1.67%,Warm Brown,0.67%,Classic,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
2601,2349,,,Stone,2.00%,Limestone,0.67%,Tan,4.67%,Edamame,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
1653,2350,,,Stone,2.00%,Limestone,0.67%,Tan,4.67%,Classic,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1708,2351,,,Marble,10.33%,Patterned Tile,0.67%,Eggshell,3.67%,Classic,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Fairness,3.00%
797,2352,,,Leather,2.00%,Snake Skin,1.00%,Mustard,1.33%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2849,2353,,,Stone,2.00%,Limestone,0.67%,Tan,4.67%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
913,2354,,,Snow,3.33%,Fresh,1.00%,Blue,1.33%,Spool,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Gratitude,4.00%
1396,2355,,,Metal,7.33%,Forged,0.67%,Black,3.67%,Edamame,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Fairness,3.00%
1583,2356,,,Metal,7.33%,Scratched,1.67%,Blueberry,0.67%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1175,2357,,,Paper,3.00%,Cardboard,0.67%,Brown,4.00%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%
85,2358,,,Stone,2.00%,Limestone,0.67%,Tan,4.67%,Blimp,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Pride,15.00%
2489,2359,,,Metal,7.33%,Grooved,0.67%,Baby Blue,1.67%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
1819,2360,,,Wallpaper,2.00%,Floral,0.67%,Tan,4.67%,Carrot,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
367,2361,,,Metal,7.33%,Forged,0.67%,Black,3.67%,Spool,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Fairness,3.00%
95,2362,,,Wood,7.67%,Bark,1.67%,Warm Brown,0.67%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
1035,2363,,,Wallpaper,2.00%,Vintage,2.33%,Maroon,1.00%,Original,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Gratitude,4.00%
2942,2364,,,Flora,4.67%,Greenery Grid,0.67%,Forest Green,2.00%,Edamame,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
1913,2365,,,Wallpaper,2.00%,Floral,0.67%,Tan,4.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
2124,2366,,,Clay,2.00%,Vintage,2.33%,Maroon,1.00%,Edamame,10.00%,Bitter,18.00%,Solid,30.00%,Severe,9.00%,Boling,5.00%,Kindness,15.00%
433,2367,,,Flora,4.67%,Greenery Grid,0.67%,Forest Green,2.00%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
79,2368,,,Flora,4.67%,Greenery Grid,0.67%,Forest Green,2.00%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
938,2369,,,Concrete,9.00%,Greenery Grid,0.67%,Forest Green,2.00%,Original,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2152,2370,,,Concrete,9.00%,Patchy,1.00%,Mustard,1.33%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Honesty,3.00%
1311,2371,,,Clay,2.00%,Vintage,2.33%,Maroon,1.00%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Empathy,3.00%
515,2372,,,Paper,3.00%,Cardboard,0.67%,Brown,4.00%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%
475,2373,,,Leather,2.00%,Snake Skin,1.00%,Gray,5.33%,Drillbit,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Chilled,2.00%,Elegance,12.00%
1318,2374,,,Metal,7.33%,Forged,0.67%,Black,3.67%,Hourglass,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Empathy,3.00%
824,2375,,,Wallpaper,2.00%,Floral,0.67%,Tan,4.67%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
2708,2376,,,Clay,2.00%,Vintage,2.33%,Maroon,1.00%,Beacon,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%
1075,2377,,,Terrain,4.00%,Asphalt,0.67%,Black,3.67%,Classic,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Courtesy,5.00%
1404,2378,,,Paint,4.33%,Flat,1.00%,Blue,1.33%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Severe,9.00%,Toasty,22.00%,Charm,6.00%
1577,2379,,,Flora,4.67%,Leafy,1.00%,Coffee,1.33%,Drillbit,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%
58,2380,,,Snow,3.33%,Fresh,1.00%,Blue,1.33%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Courtesy,5.00%
113,2381,,,Paper,3.00%,Cardboard,0.67%,Tan,4.67%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Wisdom,5.00%
29,2382,,,Metal,7.33%,Forged,0.67%,Black,3.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Empathy,3.00%
887,2383,,,Paper,3.00%,Cardboard,0.67%,Tan,4.67%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
1723,2384,,,Terrain,4.00%,Asphalt,0.67%,Black,3.67%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Artistry,5.00%
1430,2385,,,Metal,7.33%,Forged,0.67%,Black,3.67%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Fairness,3.00%
1721,2386,,,Terrain,4.00%,Grass Patch,0.67%,Brown,4.00%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%
2921,2387,,,Metal,7.33%,Forged,0.67%,Black,3.67%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Empathy,3.00%
1809,2388,,,Wood,7.67%,Plywood,0.67%,Orange,3.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Sympathy,3.00%
1146,2389,,,Paper,3.00%,Cardboard,0.67%,Brown,4.00%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
1341,2390,,,Snow,3.33%,Fresh,1.00%,Blue,1.33%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Patience,5.00%
2063,2391,,,Cork,2.67%,Roman Mosaic,1.33%,Coffee,1.33%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Sympathy,3.00%
2618,2392,,,Terrain,4.00%,Asphalt,0.67%,Black,3.67%,Carrot,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%
1910,2393,,,Wallpaper,2.00%,Vintage,2.33%,Orange,3.67%,Beacon,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Humor,1.00%
1903,2394,,,Concrete,9.00%,Patchy,1.00%,Mustard,1.33%,Drillbit,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Fairness,3.00%
2762,2395,,,Metal,7.33%,Forged,0.67%,Black,3.67%,Wormhole,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Gratitude,4.00%
1857,2396,,,Marble,10.33%,Patterned Tile,0.67%,Eggshell,3.67%,Spool,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Fairness,3.00%
1227,2397,,,Snow,3.33%,Fresh,1.00%,Blue,1.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Kindness,15.00%
2214,2398,,,Wallpaper,2.00%,Vintage,2.33%,Maroon,1.00%,Hourglass,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Patience,5.00%
2757,2399,,,Concrete,9.00%,Squared,0.67%,Rose,3.00%,Blimp,10.00%,Bitter,18.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Charm,6.00%
1366,2400,,,Flora,4.67%,Leafy,1.00%,Coffee,1.33%,Blimp,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Charm,6.00%
2448,2401,,,Clay,2.00%,Vintage,2.33%,Orange,3.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Humor,1.00%
2410,2402,,,Marble,10.33%,Copper Inlay,0.67%,White,3.33%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Empathy,3.00%
2363,2403,,,Concrete,9.00%,Greenery Grid,0.67%,Forest Green,2.00%,Spool,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
301,2404,,,Marble,10.33%,Patterned Tile,0.67%,Eggshell,3.67%,Drillbit,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Courage,3.00%
2988,2405,,,Wallpaper,2.00%,Vintage,2.33%,Maroon,1.00%,Beacon,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Artistry,5.00%
849,2406,,,Sand,2.33%,Desert Sand,1.00%,Orange,3.67%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Compassion,2.00%
30,2407,,,Concrete,9.00%,Patchy,1.00%,Mustard,1.33%,Hourglass,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Boling,5.00%,Pride,15.00%
1994,2408,,,Sand,2.33%,Desert Sand,1.00%,Yellow,2.33%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Honesty,3.00%
2082,2409,,,Concrete,9.00%,Greenery Grid,0.67%,Forest Green,2.00%,Wormhole,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
854,2410,,,Cork,2.67%,Roman Mosaic,1.33%,Coffee,1.33%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Sympathy,3.00%
